lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
1831|1|28|136|1|19930113|2-HIGH|0|9|932517|5803277|2|913866|62167|3|19930310|TRUCK
32|3|13|45|1|19980721|3-MEDIUM|0|2|189008|6443550|9|171997|56702|2|19981012|AIR
3424|5|11|123|2|19961016|3-MEDIUM|0|37|3785544|10288975|1|3747688|61387|1|19961220|RAIL
5251|1|29|139|2|19950411|2-HIGH|0|36|3740868|6712524|10|3366781|62347|1|19950704|FOB
2439|3|7|195|1|19950624|1-URGENT|0|33|3614127|12752669|8|3324996|65711|5|19950824|FOB
3622|7|25|43|2|19930617|5-LOW|0|1|94304|14386271|6|88645|56582|8|19930721|RAIL
1571|2|29|183|2|19921228|2-HIGH|0|6|649908|15140478|3|630410|64990|0|19930308|SHIP
2211|6|25|187|1|19930115|4-NOT SPECI|0|18|1956924|14003123|5|1859077|65230|8|19930325|TRUCK
4832|2|4|152|2|19960912|2-HIGH|0|10|1052150|4156511|0|1052150|63129|6|19961110|MAIL
3712|4|8|148|2|19980501|3-MEDIUM|0|38|3982932|12752705|1|3943102|62888|6|19980722|RAIL
4194|6|22|58|1|19980515|3-MEDIUM|0|47|4502835|18088836|3|4367749|57483|5|19980718|TRUCK
4805|5|11|9|1|19970109|3-MEDIUM|0|42|3817800|17210296|3|3703266|54540|3|19970319|REG AIR
2243|3|13|159|2|19930428|3-MEDIUM|0|40|4236600|17944466|3|4109502|63549|2|19930620|FOB
99|2|7|124|1|19960317|3-MEDIUM|0|5|512060|5860752|2|501818|61447|7|19960601|RAIL
1313|1|5|52|2|19980322|5-LOW|0|48|4569840|14623479|1|4524141|57123|3|19980507|MAIL
3681|2|19|30|1|19930304|2-HIGH|0|43|3999129|9532826|5|3799172|55801|6|19930531|AIR
771|3|28|7|1|19930926|3-MEDIUM|0|14|1269800|10530205|2|1244404|54420|5|19931122|AIR
2823|2|10|160|2|19960430|2-HIGH|0|18|1908288|15983430|0|1908288|63609|3|19960620|TRUCK
422|2|29|171|1|19950821|3-MEDIUM|0|10|1071170|14362172|2|1049746|64270|3|19951025|AIR
1443|3|23|163|2|19950110|3-MEDIUM|0|23|2445268|19464008|10|2200741|63789|5|19950322|RAIL
448|2|10|173|2|19950305|4-NOT SPECI|0|46|4936582|16674187|5|4689752|64390|0|19950414|SHIP
740|1|22|2|2|19941223|5-LOW|0|22|1984400|20275566|10|1785960|54120|2|19950218|FOB
4741|3|20|156|2|19930331|5-LOW|0|24|2534760|10254275|5|2408022|63369|8|19930508|MAIL
3040|3|4|126|2|19941121|3-MEDIUM|0|30|3078360|6954549|1|3047576|61567|1|19941227|MAIL
2215|4|22|146|1|19930511|1-URGENT|0|20|2092280|18118655|2|2050434|62768|2|19930705|MAIL
1412|1|16|58|2|19950816|1-URGENT|0|37|3544785|5361540|6|3332097|57483|1|19950922|RAIL
2692|2|25|114|2|19960314|5-LOW|0|21|2129631|9083209|3|2065742|60846|5|19960524|SHIP
4966|6|13|84|1|19920510|1-URGENT|0|12|1180896|7098435|3|1145469|59044|3|19920615|FOB
5633|3|14|46|1|19920816|3-MEDIUM|0|27|2554308|20711983|3|2477678|56762|2|19921013|AIR
2912|4|22|120|1|19930303|3-MEDIUM|0|3|306036|3467823|3|296854|61207|5|19930402|REG AIR
4610|3|13|159|2|19930920|3-MEDIUM|0|44|4660260|10687941|5|4427247|63549|3|19931022|TRUCK
3683|3|4|100|2|19920117|3-MEDIUM|0|23|2300230|14733015|0|2300230|60006|8|19920330|TRUCK
3879|3|5|42|2|19931221|4-NOT SPECI|0|27|2543508|10362362|10|2289157|56522|2|19940129|SHIP
385|4|1|62|1|19970126|4-NOT SPECI|0|18|1731708|11766640|4|1662439|57723|2|19970309|RAIL
1445|2|19|67|1|19921015|2-HIGH|0|48|4641888|15465332|10|4177699|58023|2|19921219|MAIL
2657|1|17|115|1|19931218|4-NOT SPECI|0|22|2233242|11358795|2|2188577|60906|3|19940228|MAIL
3621|4|1|44|2|19961226|1-URGENT|0|20|1888080|17726222|5|1793676|56642|4|19970223|SHIP
5155|3|29|106|2|19970706|4-NOT SPECI|0|28|2817080|14424833|5|2676226|60366|2|19970812|REG AIR
3652|6|2|70|2|19920603|5-LOW|0|29|2813203|14332687|3|2728806|58204|4|19920722|AIR
3109|1|28|18|1|19950825|5-LOW|0|32|2937632|25247118|8|2702621|55080|3|19951107|FOB
2534|2|28|27|2|19920905|1-URGENT|0|49|4542398|18365400|8|4179006|55621|8|19921009|SHIP
3332|1|16|84|1|19960218|5-LOW|0|28|2755424|4611353|10|2479881|59044|2|19960430|FOB
4262|3|7|162|1|19921204|4-NOT SPECI|0|5|531080|3986975|8|488593|63729|0|19930215|REG AIR
3943|4|11|50|1|19970514|2-HIGH|0|5|475025|8252600|4|456024|57003|4|19970615|RAIL
1379|2|26|118|1|19980525|3-MEDIUM|0|50|5090550|6339481|7|4734211|61086|8|19980713|FOB
4871|2|16|161|2|19920917|5-LOW|0|17|1803972|7084343|7|1677693|63669|3|19921207|AIR
3552|2|10|90|1|19950617|5-LOW|0|44|4356396|10365644|1|4312832|59405|0|19950809|FOB
5827|6|25|17|2|19970111|1-URGENT|0|14|1283814|15943174|5|1219623|55020|1|19970225|RAIL
3940|1|16|178|2|19930628|4-NOT SPECI|0|33|3557961|7858522|10|3202164|64690|7|19930901|RAIL
2498|4|28|133|2|19920815|2-HIGH|0|34|3512642|10711331|10|3161377|61987|1|19921012|TRUCK
2976|4|10|82|2|19950503|1-URGENT|0|22|2160576|14576847|0|2160576|58924|4|19950725|FOB
3110|3|5|3|2|19940810|4-NOT SPECI|0|34|3070200|13926222|2|3008796|54180|2|19940920|FOB
1028|1|28|128|1|19940615|5-LOW|0|2|205624|192730|9|187117|61687|3|19940903|FOB
4641|1|14|190|2|19950630|2-HIGH|0|45|4905855|4699318|7|4562445|65411|3|19950927|MAIL
4005|5|2|6|1|19930618|2-HIGH|0|14|1268400|12906213|9|1154244|54360|8|19930807|TRUCK
1638|1|13|6|1|19960303|1-URGENT|0|46|4167600|17243630|3|4042572|54360|2|19960518|MAIL
5568|3|23|89|1|19960812|2-HIGH|0|35|3461780|10542109|8|3184837|59344|7|19961109|SHIP
2021|5|25|96|1|19920506|5-LOW|0|33|3287097|18815465|1|3254226|59765|4|19920714|SHIP
4932|2|8|103|2|19970217|1-URGENT|0|15|1504650|13845973|1|1489603|60186|2|19970504|REG AIR
1216|4|2|85|1|19940620|4-NOT SPECI|0|13|1280604|8032346|7|1190961|59104|3|19940725|FOB
1956|1|11|177|1|19950922|5-LOW|0|8|861736|10424373|2|844501|64630|4|19951126|AIR
5575|3|4|63|2|19920106|2-HIGH|0|16|1540896|5183994|0|1540896|57783|7|19920328|RAIL
3745|7|29|72|1|19960820|1-URGENT|0|20|1944140|20782045|1|1924698|58324|1|19961106|MAIL
1091|2|22|171|2|19970731|4-NOT SPECI|0|49|5248733|10745165|2|5143758|64270|6|19971026|FOB
4934|5|25|138|1|19950226|5-LOW|0|29|3010577|18047816|9|2739625|62287|3|19950514|AIR
1764|2|28|67|2|19961012|2-HIGH|0|3|290118|4738471|7|269809|58023|7|19961225|RAIL
4934|7|25|11|1|19950226|5-LOW|0|2|182202|18047816|10|163981|54660|6|19950404|MAIL
1574|2|19|191|2|19930303|3-MEDIUM|0|50|5455950|13015592|0|5455950|65471|5|19930506|FOB
2020|5|13|140|1|19920315|1-URGENT|0|33|3432462|17394790|9|3123540|62408|3|19920506|SHIP
4417|2|22|181|2|19960612|4-NOT SPECI|0|1|108118|6086839|6|101630|64870|8|19960726|REG AIR
2182|3|14|94|1|19950501|4-NOT SPECI|0|34|3379906|17511962|2|3312307|59645|3|19950628|MAIL
2852|5|28|154|1|19940627|1-URGENT|0|28|2951620|11006495|5|2804039|63249|3|19940908|MAIL
803|4|26|146|2|19950705|4-NOT SPECI|0|3|313842|7258768|3|304426|62768|7|19950919|TRUCK
3047|4|28|147|1|19940108|3-MEDIUM|0|5|523570|15084767|3|507862|62828|3|19940213|MAIL
1954|4|26|159|2|19920920|4-NOT SPECI|0|12|1270980|8987959|2|1245560|63549|8|19921024|AIR
4193|1|22|131|2|19930529|4-NOT SPECI|0|37|3815181|5016527|9|3471814|61867|6|19930714|AIR
5570|6|2|38|2|19940717|2-HIGH|0|35|3283105|19422464|9|2987625|56281|6|19940905|REG AIR
5125|1|16|6|1|19970115|5-LOW|0|38|3442800|3806528|9|3132948|54360|5|19970322|MAIL
1730|4|29|10|2|19931129|5-LOW|0|40|3640040|17701622|2|3567239|54600|3|19940211|SHIP
128|4|8|109|1|19920508|2-HIGH|0|44|4440040|18057342|5|4218038|60546|2|19920708|MAIL
5955|1|19|140|2|19931227|2-HIGH|0|14|1456196|22424990|8|1339700|62408|8|19940222|TRUCK
2183|2|19|52|1|19920710|2-HIGH|0|25|2380125|18737219|6|2237317|57123|2|19920908|RAIL
1735|7|22|152|1|19931224|2-HIGH|0|14|1473010|16876478|7|1369899|63129|0|19940222|MAIL
4773|2|26|197|1|19950813|4-NOT SPECI|0|36|3949884|15665256|9|3594394|65831|4|19951023|REG AIR
2212|2|23|103|1|19980505|3-MEDIUM|0|8|802480|7257009|3|778405|60186|5|19980704|SHIP
706|1|7|197|1|19980703|3-MEDIUM|0|23|2523537|13876028|5|2397360|65831|0|19980925|SHIP
4871|1|16|177|2|19920917|5-LOW|0|14|1508038|7084343|7|1402475|64630|3|19921103|REG AIR
451|1|10|130|2|19970526|5-LOW|0|36|3708468|17777285|2|3634298|61807|6|19970815|AIR
2182|2|14|190|2|19950501|4-NOT SPECI|0|3|327057|17511962|5|310704|65411|3|19950730|SHIP
5189|4|16|94|2|19941211|4-NOT SPECI|0|49|4871041|13065782|5|4627488|59645|1|19950203|SHIP
3490|4|22|42|1|19941124|5-LOW|0|25|2355100|18460332|8|2166692|56522|0|19950116|FOB
3459|1|20|179|2|19930131|1-URGENT|0|31|3345427|15152160|6|3144701|64750|1|19930425|REG AIR
418|3|19|35|1|19951031|4-NOT SPECI|0|3|280509|18455129|4|269288|56101|6|19960129|AIR
391|4|11|16|2|19940206|3-MEDIUM|0|5|458005|3222932|4|439684|54960|1|19940328|SHIP
2597|2|29|115|1|19961107|2-HIGH|0|25|2537775|8061621|8|2334753|60906|6|19961215|AIR
1761|2|25|52|1|19961029|2-HIGH|0|37|3522585|21192595|2|3452133|57123|7|19970111|RAIL
5921|1|22|99|2|19970527|2-HIGH|0|44|4395996|14796597|7|4088276|59945|1|19970819|TRUCK
3558|5|4|29|2|19970811|1-URGENT|0|38|3530276|9646780|3|3424367|55741|8|19971013|RAIL
1666|2|29|64|2|19970712|4-NOT SPECI|0|20|1928120|16216207|1|1908838|57843|0|19970905|REG AIR
5891|1|1|85|1|19920708|4-NOT SPECI|0|22|2167176|3311817|0|2167176|59104|6|19920828|TRUCK
1536|3|7|80|2|19950618|4-NOT SPECI|0|8|784064|12536076|10|705657|58804|0|19950902|REG AIR
4003|4|28|91|1|19961120|2-HIGH|0|18|1783962|10207601|1|1766122|59465|5|19970113|SHIP
3556|6|7|138|1|19960229|1-URGENT|0|24|2491512|17262191|3|2416766|62287|4|19960430|RAIL
3141|3|22|79|2|19930217|1-URGENT|0|9|881163|11595996|9|801858|58744|2|19930319|MAIL
2881|4|25|140|2|19950123|5-LOW|0|7|728098|5349312|6|684412|62408|1|19950325|REG AIR
2880|2|25|139|2|19950822|2-HIGH|0|26|2701738|20266030|7|2512616|62347|7|19950922|RAIL
2307|7|20|143|2|19950904|5-LOW|0|27|2816478|11923262|5|2675654|62588|6|19951014|AIR
100|1|1|63|1|19970509|2-HIGH|0|28|2696568|10777616|4|2588705|57783|5|19970722|TRUCK
4483|2|11|62|1|19941113|3-MEDIUM|0|50|4810300|19914027|1|4762197|57723|6|19950118|TRUCK
1475|5|16|32|2|19970824|5-LOW|0|33|3075699|18549666|1|3044942|55921|6|19971108|FOB
2819|2|25|67|2|19930809|3-MEDIUM|0|12|1160472|5508891|3|1125657|58023|8|19930928|MAIL
3748|2|20|165|1|19950430|3-MEDIUM|0|24|2556384|8939425|8|2351873|63909|4|19950702|TRUCK
1633|1|1|178|2|19970213|3-MEDIUM|0|35|3773595|10119454|1|3735859|64690|2|19970403|REG AIR
4679|3|20|64|1|19920322|4-NOT SPECI|0|32|3084992|15068282|5|2930742|57843|5|19920531|RAIL
4033|4|25|91|2|19920219|5-LOW|0|42|4162578|9916142|8|3829571|59465|3|19920409|REG AIR
1989|3|4|80|2|19920907|4-NOT SPECI|0|45|4410360|14560714|5|4189842|58804|7|19921113|TRUCK
5920|6|29|51|1|19961114|5-LOW|0|34|3233570|17704310|0|3233570|57063|6|19961229|AIR
455|4|7|171|2|19921008|2-HIGH|0|11|1178287|15546301|1|1166504|64270|2|19921219|MAIL
2342|3|4|170|1|19930820|1-URGENT|0|50|5350850|8508828|10|4815765|64210|1|19930928|RAIL
1667|1|1|21|2|19970609|3-MEDIUM|0|6|552612|541117|4|530507|55261|2|19970716|FOB
4613|1|7|38|1|19930827|3-MEDIUM|0|17|1594651|1552711|9|1451132|56281|7|19931102|SHIP
4419|6|2|87|1|19970404|3-MEDIUM|0|25|2467700|19357472|7|2294961|59224|4|19970703|REG AIR
4069|1|29|129|2|19960915|4-NOT SPECI|0|39|4013568|6658623|9|3652346|61747|2|19961124|SHIP
1700|3|14|122|2|19950507|2-HIGH|0|45|4599540|15358761|4|4415558|61327|2|19950718|FOB
3621|2|1|93|1|19961226|1-URGENT|0|13|1291017|17726222|9|1174825|59585|4|19970219|REG AIR
3584|6|25|35|1|19931205|2-HIGH|0|26|2431078|14596114|2|2382456|56101|3|19940305|RAIL
5315|3|8|17|2|19940909|5-LOW|0|16|1467216|20525869|7|1364510|55020|0|19941124|AIR
3202|1|2|183|2|19921226|1-URGENT|0|30|3249540|5060101|9|2957081|64990|2|19930312|SHIP
4032|5|19|6|2|19931114|4-NOT SPECI|0|34|3080400|14047024|7|2864772|54360|5|19940119|RAIL
1319|2|19|37|2|19921028|5-LOW|0|12|1124436|8293250|9|1023236|56221|5|19930112|TRUCK
1252|2|14|111|2|19951222|1-URGENT|0|27|2729997|5809098|0|2729997|60666|8|19960227|REG AIR
5956|4|23|20|2|19950916|3-MEDIUM|0|40|3680080|14926505|9|3348872|55201|5|19951117|MAIL
261|1|25|2|2|19940517|2-HIGH|0|34|3066800|8044655|5|2913460|54120|8|19940812|REG AIR
2407|4|7|91|2|19940822|4-NOT SPECI|0|10|991090|8878025|1|981179|59465|7|19941113|FOB
2850|2|19|110|2|19930116|1-URGENT|0|30|3030330|16480695|9|2757600|60606|1|19930315|AIR
5412|5|20|19|1|19930325|4-NOT SPECI|0|17|1562317|16269895|7|1452954|55140|4|19930512|TRUCK
5798|4|13|146|1|19961203|2-HIGH|0|40|4184560|8673381|8|3849795|62768|6|19970227|TRUCK
1761|3|25|49|1|19961029|2-HIGH|0|37|3511448|21192595|6|3300761|56942|4|19970115|TRUCK
5063|3|26|167|2|19920729|1-URGENT|0|2|213432|9768626|2|209163|64029|3|19921008|SHIP
5957|7|5|159|2|19920515|3-MEDIUM|0|32|3389280|23094945|10|3050352|63549|7|19920709|TRUCK
5093|7|20|140|2|19920422|2-HIGH|0|2|208028|19269722|10|187225|62408|7|19920609|TRUCK
2917|1|11|93|1|19931210|2-HIGH|0|36|3575124|5960502|10|3217611|59585|1|19940224|RAIL
4834|5|13|20|2|19961218|1-URGENT|0|38|3496076|16018848|1|3461115|55201|3|19970203|REG AIR
4452|2|29|1|2|19940202|5-LOW|0|47|4234700|16356556|1|4192353|54060|6|19940323|TRUCK
2593|1|16|105|2|19951214|4-NOT SPECI|0|37|3718870|12187102|8|3421360|60306|6|19960117|SHIP
387|1|26|137|2|19940217|2-HIGH|0|1|103713|98277|8|95415|62227|3|19940515|SHIP
5570|4|2|68|2|19940717|2-HIGH|0|30|2904180|19422464|9|2642803|58083|3|19940901|REG AIR
2051|2|29|130|1|19950207|1-URGENT|0|48|4944624|12909753|1|4895177|61807|2|19950506|TRUCK
4932|4|8|98|2|19970217|1-URGENT|0|11|1097899|13845973|9|999088|59885|6|19970409|SHIP
4966|4|13|16|2|19920510|1-URGENT|0|26|2381626|7098435|8|2191095|54960|3|19920801|REG AIR
1445|4|19|28|2|19921015|2-HIGH|0|17|1577634|15465332|4|1514528|55681|7|19930107|FOB
2689|1|2|6|2|19920430|5-LOW|0|45|4077000|8688252|2|3995460|54360|4|19920713|SHIP
4833|2|29|117|2|19941025|1-URGENT|0|11|1118821|8136702|3|1085256|61026|1|19950108|REG AIR
4930|4|25|166|1|19930810|1-URGENT|0|42|4477872|13505071|0|4477872|63969|0|19930926|AIR
2468|2|13|21|2|19970419|3-MEDIUM|0|43|3960386|14289684|0|3960386|55261|4|19970701|FOB
5987|2|16|176|2|19951015|3-MEDIUM|0|20|2152340|17472596|10|1937106|64570|6|19951129|RAIL
5253|3|13|14|1|19960712|5-LOW|0|9|822609|8200599|3|797930|54840|8|19960812|REG AIR
418|1|19|19|1|19951031|4-NOT SPECI|0|31|2848931|18455129|0|2848931|55140|3|19960105|FOB
3653|2|10|64|2|19921006|1-URGENT|0|29|2795774|9126721|7|2600069|57843|1|19921221|RAIL
2306|2|5|149|2|19921025|4-NOT SPECI|0|39|4091646|8965520|4|3927980|62948|0|19921213|SHIP
1411|1|19|17|2|19970614|3-MEDIUM|0|9|825309|7060004|6|775790|55020|4|19970826|AIR
2850|4|19|199|2|19930116|1-URGENT|0|4|439676|16480695|4|422088|65951|4|19930411|RAIL
646|1|22|109|2|19940414|5-LOW|0|31|3128210|5521206|0|3128210|60546|5|19940709|MAIL
5095|2|28|106|2|19920511|4-NOT SPECI|0|2|201220|14314335|7|187134|60366|8|19920613|REG AIR
5920|1|29|187|1|19961114|5-LOW|0|50|5435900|17704310|6|5109746|65230|0|19961228|RAIL
2788|3|5|185|2|19940819|2-HIGH|0|14|1519252|17050462|2|1488866|65110|1|19941109|SHIP
4385|4|22|147|2|19951023|1-URGENT|0|46|4816844|17166306|1|4768675|62828|1|19960116|FOB
4384|4|13|90|2|19980206|5-LOW|0|47|4653423|18522535|3|4513820|59405|1|19980402|RAIL
129|2|19|186|1|19940608|3-MEDIUM|0|36|3910248|11003220|1|3871145|65170|2|19940714|REG AIR
324|2|16|176|2|19950604|2-HIGH|0|32|3443744|13010729|3|3340431|64570|5|19950727|FOB
2114|3|5|162|1|19940826|1-URGENT|0|25|2655400|10644602|7|2469522|63729|1|19941021|AIR
3846|5|28|112|2|19960906|5-LOW|0|45|4554495|18268735|6|4281225|60726|6|19961011|RAIL
3556|1|7|142|1|19960229|1-URGENT|0|45|4689630|17262191|5|4455148|62528|6|19960528|TRUCK
4994|1|28|156|2|19920914|3-MEDIUM|0|36|3802140|15533988|0|3802140|63369|6|19921015|TRUCK
69|2|1|105|2|19980124|4-NOT SPECI|0|32|3216320|16217623|8|2959014|60306|6|19980408|REG AIR
1505|3|25|49|1|19931014|3-MEDIUM|0|13|1233752|6846674|2|1209076|56942|4|19931220|TRUCK
5988|3|13|33|1|19930408|1-URGENT|0|46|4291938|12027509|9|3905663|55981|8|19930703|FOB
323|1|10|164|2|19931017|5-LOW|0|50|5320800|7968342|5|5054760|63849|4|19931116|REG AIR
5154|1|25|190|1|19961104|5-LOW|0|11|1199209|2807086|2|1175224|65411|5|19970121|RAIL
3041|2|10|146|2|19920425|5-LOW|0|9|941526|5489067|3|913280|62768|3|19920706|AIR
3908|3|13|39|2|19960826|3-MEDIUM|0|33|3098799|11011949|4|2974847|56341|7|19961124|SHIP
3106|2|17|136|2|19930805|1-URGENT|0|49|5077037|7205137|6|4772414|62167|6|19931002|TRUCK
2215|7|22|23|1|19930511|1-URGENT|0|13|1199926|18118655|4|1151928|55381|7|19930624|MAIL
771|1|28|7|2|19930926|3-MEDIUM|0|12|1088400|10530205|10|979560|54420|8|19931111|TRUCK
3207|3|28|152|2|19941024|5-LOW|0|17|1788655|9099773|3|1734995|63129|4|19941212|RAIL
1281|6|25|50|2|19960830|4-NOT SPECI|0|4|380020|16545451|7|353418|57003|4|19961110|SHIP
4228|6|28|170|2|19920304|1-URGENT|0|6|642102|19378530|4|616417|64210|2|19920520|AIR
513|1|29|62|2|19930829|4-NOT SPECI|0|20|1924120|19430480|9|1750949|57723|7|19930928|AIR
5156|1|16|117|2|19970121|1-URGENT|0|21|2135931|19772486|6|2007775|61026|3|19970418|TRUCK
3201|2|26|118|2|19971105|2-HIGH|0|27|2748897|3572337|8|2528985|61086|2|19971228|FOB
4612|7|13|14|1|19960422|1-URGENT|0|11|1005411|9826901|1|995356|54840|1|19960523|SHIP
2305|2|22|60|1|19930629|5-LOW|0|39|3744234|11670676|7|3482137|57603|0|19930918|MAIL
4898|5|28|130|1|19920630|4-NOT SPECI|0|32|3296416|22885933|6|3098631|61807|6|19920827|REG AIR
5411|4|19|129|2|19971017|1-URGENT|0|15|1543680|13403935|8|1420185|61747|5|19971216|RAIL
4804|2|2|35|2|19930421|5-LOW|0|41|3833623|11154731|10|3450260|56101|2|19930705|MAIL
352|5|28|114|1|19960314|2-HIGH|0|27|2738097|12356580|8|2519049|60846|1|19960503|MAIL
1222|6|10|26|1|19920102|1-URGENT|0|3|277806|12967273|5|263915|55561|4|19920228|FOB
3012|6|7|137|2|19921030|4-NOT SPECI|0|18|1866834|16879085|6|1754823|62227|6|19930110|RAIL
931|1|20|40|1|19920805|4-NOT SPECI|0|18|1692072|8082904|0|1692072|56402|5|19920909|RAIL
5223|4|22|130|2|19940906|3-MEDIUM|0|40|4120520|11558917|1|4079314|61807|4|19941125|SHIP
1346|2|4|125|1|19980418|5-LOW|0|48|4920576|9541426|6|4625341|61507|3|19980522|REG AIR
4737|1|29|191|2|19930221|5-LOW|0|37|4037403|6413503|3|3916280|65471|4|19930323|TRUCK
482|6|11|79|1|19970103|3-MEDIUM|0|19|1860233|13663434|4|1785823|58744|0|19970202|FOB
2656|4|4|110|1|19950923|3-MEDIUM|0|40|4040440|13549669|5|3838418|60606|4|19951213|RAIL
1506|2|22|114|2|19980410|5-LOW|0|30|3042330|19584484|7|2829366|60846|2|19980514|FOB
2886|1|19|60|1|19920312|5-LOW|0|1|96006|4290718|9|87365|57603|5|19920416|REG AIR
515|4|2|109|1|19970407|5-LOW|0|34|3430940|12756435|9|3122155|60546|3|19970604|REG AIR
2982|1|8|112|1|19951108|3-MEDIUM|0|21|2125431|8306167|0|2125431|60726|1|19960128|AIR
935|1|13|28|1|19950604|4-NOT SPECI|0|23|2134446|9773387|5|2027723|55681|0|19950802|REG AIR
3238|5|19|79|2|19961102|5-LOW|0|20|1958140|13704749|3|1899395|58744|2|19970102|MAIL
3104|5|29|34|2|19970112|3-MEDIUM|0|4|373612|10640581|8|343723|56041|8|19970403|FOB
2631|6|5|153|2|19951017|2-HIGH|0|4|421260|12607586|1|417047|63189|1|19951225|FOB
867|2|28|172|1|19970112|2-HIGH|0|8|857736|1582351|9|780539|64330|7|19970331|SHIP
1125|4|13|98|2|19950919|4-NOT SPECI|0|29|2894461|8043838|6|2720793|59885|0|19951112|RAIL
2466|3|23|14|2|19970609|4-NOT SPECI|0|29|2650629|10875250|10|2385566|54840|7|19970731|FOB
4869|1|10|41|1|19950612|1-URGENT|0|31|2917224|17745715|10|2625501|56462|1|19950816|SHIP
1344|3|16|48|1|19920618|2-HIGH|0|37|3507748|16350404|0|3507748|56882|4|19920818|FOB
993|5|25|146|1|19950531|3-MEDIUM|0|33|3452262|14997030|9|3141558|62768|8|19950714|RAIL
2499|1|14|150|2|19970525|5-LOW|0|15|1575225|12879899|4|1512216|63009|6|19970806|FOB
1509|2|16|11|1|19961222|4-NOT SPECI|0|46|4190646|5192231|8|3855394|54660|2|19970320|FOB
1729|5|26|139|2|19960106|1-URGENT|0|18|1870434|16081382|7|1739503|62347|1|19960315|RAIL
1669|3|7|3|2|19960727|4-NOT SPECI|0|2|180600|8305963|10|162540|54180|7|19960910|RAIL
579|1|14|151|2|19970223|4-NOT SPECI|0|9|946035|8902239|0|946035|63069|5|19970412|RAIL
4100|5|5|151|2|19960317|1-URGENT|0|35|3679025|11848499|6|3458283|63069|5|19960522|MAIL
3776|7|22|53|1|19930526|1-URGENT|0|26|2477930|20932580|1|2453150|57183|8|19930817|REG AIR
5668|4|2|147|1|19930421|5-LOW|0|11|1151854|3108912|5|1094261|62828|8|19930603|RAIL
5767|1|8|167|1|19970713|2-HIGH|0|11|1173876|10260816|8|1079965|64029|1|19970813|TRUCK
1925|1|28|184|2|19950930|3-MEDIUM|0|50|5420900|13122361|1|5366691|65050|2|19951118|TRUCK
3362|3|10|115|1|19970621|1-URGENT|0|40|4060440|13534783|5|3857418|60906|6|19970909|FOB
224|3|26|190|2|19930310|2-HIGH|0|41|4469779|20025879|7|4156894|65411|4|19930607|SHIP
706|6|7|57|2|19980703|3-MEDIUM|0|34|3253970|13876028|4|3123811|57423|6|19980909|MAIL
4002|1|14|111|1|19930507|3-MEDIUM|0|35|3538885|12673657|1|3503496|60666|8|19930714|TRUCK
5604|4|29|200|1|19961112|5-LOW|0|37|4070740|24387138|9|3704373|66012|7|19970126|RAIL
5796|3|22|119|1|19980330|5-LOW|0|14|1426754|16465942|2|1398218|61146|1|19980513|TRUCK
1186|3|4|101|1|19960411|2-HIGH|0|20|2002200|5546998|7|1862046|60066|7|19960619|FOB
2662|1|20|102|1|19920124|2-HIGH|0|43|4309030|11469733|9|3921217|60126|7|19920408|RAIL
2051|3|29|41|2|19950207|1-URGENT|0|15|1411560|12909753|3|1369213|56462|4|19950314|SHIP
1280|4|25|175|2|19920229|4-NOT SPECI|0|5|537585|4127978|6|505329|64510|3|19920331|AIR
4451|3|13|159|1|19970401|3-MEDIUM|0|19|2012385|12663354|5|1911765|63549|6|19970527|FOB
4807|3|28|145|1|19960512|3-MEDIUM|0|34|3553476|11640437|6|3340267|62708|2|19960714|SHIP
3366|4|16|95|2|19951028|1-URGENT|0|29|2885761|7402951|0|2885761|59705|0|19960121|FOB
609|1|22|66|1|19930127|1-URGENT|0|21|2028726|9068611|1|2008438|57963|5|19930420|FOB
3552|1|10|197|1|19950617|5-LOW|0|18|1974942|10365644|1|1955192|65831|7|19950907|TRUCK
228|4|22|60|1|19931027|1-URGENT|0|9|864054|14530777|5|820851|57603|8|19940110|SHIP
3110|5|5|140|2|19940810|4-NOT SPECI|0|39|4056546|13926222|9|3691456|62408|1|19940914|MAIL
5505|1|1|25|2|19980528|5-LOW|0|43|3977586|14732951|7|3699154|55501|1|19980722|TRUCK
3717|7|25|106|1|19970216|2-HIGH|0|28|2817080|17652553|3|2732567|60366|1|19970427|RAIL
3559|2|28|141|2|19941123|2-HIGH|0|35|3643990|23047769|7|3388910|62468|1|19950114|FOB
3495|4|2|12|2|19921026|5-LOW|0|25|2280025|9288711|10|2052022|54720|1|19930124|AIR
1057|2|26|169|1|19940227|1-URGENT|0|11|1176076|14851133|0|1176076|64149|2|19940426|AIR
1254|7|20|18|2|19930111|5-LOW|0|40|3672040|17635523|10|3304836|55080|7|19930214|MAIL
5412|4|20|97|2|19930325|4-NOT SPECI|0|26|2592434|16269895|2|2540585|59825|8|19930622|AIR
2212|1|23|71|2|19980505|3-MEDIUM|0|18|1747926|7257009|7|1625571|58264|6|19980731|FOB
1441|1|10|144|2|19961216|5-LOW|0|5|522070|506198|4|501187|62648|1|19970220|MAIL
5955|6|19|150|1|19931227|2-HIGH|0|37|3885555|22424990|0|3885555|63009|8|19940202|AIR
